질문,디렉토리
553,여의도 밤도깨비 야시장,서울여행
554,서울 여의도 밤도깨비 야시장 10월 언제까...,기타
555,서울밤도깨비 야시장,"세시풍속, 명절"
556,서울 밤도깨비 야시장 질문,여의도동
557,밤도깨비야시장 여의도 22일 하는건가요?,포털사이트
558,여의도밤도깨비시장,여의도동
559,서울 여의도 밤도깨비 야시장 오픈질문,서울특별시
560,경복궁 야간개장 생활한복,"체험관광지, 유적지"
561,궁 야간개장,"체험관광지, 유적지"
562,경복궁 야간개장 예매없이 한복입고 입장가...,취미
563,경복궁역 에서 경복궁 갈려면 어떻게 가야...,"교통, 길찾기"
564,경복궁 야간개장때 한복입으면 예매 안해도...,"예약, 예매"
565,경복궁 한복입장,"체험관광지, 유적지"
566,출입국사실증명서 대리발급 위임장에 관해...,"가족, 개인 민원"
567,인감발급시 궁금한사항이있어서 질문드립니...,주민등록증 발급
568,보건증재발급,의료보건제도
569,강동구 보건소 인바디,강동구
570,지하철로 오금역에서 천호역  가는방법,천호동
571,한강 밤도깨비 야시장 운영기간,서울특별시
572,동대문국체육관,동대문구
573,경복궁 창덕궁 야간특별관람,태평로
574,궁에 성별에 맞지 않는 한복을 입고 가면...,세종로
575,관악구청 주차위반의견진술,봉천동
576,9월 말 다되서 민방위교육1년차를 받앗는데...,"민원, 행정"
577,경복궁 야간개장 티켓 잘권은 몇 시 부터...,"체험관광지, 유적지"
578,서울밤도깨비시장,서울특별시
579,경복궁야간입장 티켓문의입니다!,서울특별시
580,경기 고양시 탄현 시즌아이 피시방,경기도
581,미성년자 여권 발급 질문입니다,제신고 민원
582,롯데월드 가려는데 버스를 몇번 타는지 요...,서울특별시
583,임산부가 병원에서 건강검진을받고 건강검...,임신
584,사당1동 주민입니다,사당동
585,경기도안성시 공도읍에 무인발급기 주말에...,공도읍
586,학교거리때문에 할머니댁에서 살려고 인터...,기타
587,강남 전동공구 대여 가능 주민센터,강남구
588,구청에서 연장근무시간대나 주말에 자동차...,자동차
589,보건증찾을때,주민등록증 발급
590,보건증에 대해서,의료보건제도
591,세종대학교에서 가까운 여권 발급 장소가...,서울특별시
592,가족관계증명서 등본,가족
593,제적등본 떼야하는데 저 대신 부모님이 가...,"가족, 개인 민원"
594,가족관계 증명서 등본,가족관계 증명민원
595,주민등록등본 엄마 이름이 없어요,가족
596,버스 3012번 (정류장:22-270) 의 막차시간...,"시내, 광역 버스"
597,버스 막차 질문(국민대에서 불광 방향 7211...,"교통, 길찾기"
598,부평에서 구로까지 막차시간 전철타고 가려...,"교통, 길찾기"
599,주안에서 병점까지 막차타고 가려는데 몇시...,"교통, 길찾기"
600,경의 중앙선 막차,"노동조합, 노사관계"
601,주민등록증 분실,주민등록증 발급
602,주민등록증 재발급,주민등록증 발급
603,용산역에서 가능역 급행열차 소요시간 질문...,"교통, 길찾기"
604,순환버스 03번,"시내, 광역 버스"
605,불암중학교에서 중계역까지(급함),"시내, 광역 버스"
606,압구정역 부근에서 자정이후 심야버스,압구정동
607,민방위훈련,민방위훈련
608,버스노선표,"시내, 광역 버스"
609,인천 1호선 양주행 탔는데 소요산 가나요??...,용산동
610,"서울사시는 분들 !! 지하철 노선 , 도와주...","교통, 길찾기"
611,독감예방접종,의료보건제도
612,주민등록증분실시 재발급질문,"민원, 행정"
613,경복궁 야간 개장 질문이요 !,"체험관광지, 유적지"
614,경복궁 야간개장에 대해서 질문이요,"체험관광지, 유적지"
615,경복궁 한복 성별,"체험관광지, 유적지"
616,경복궁 야간개장,"체험관광지, 유적지"
617,"서울시 양천구,강서구 교복 물려입기",강서구
618,보건증 끊을때 대변검사 할때,인체건강상식
619,보건증 없이 알바하다 적발시 알바와 사장...,아르바이트
620,보건소 면봉,의료보건제도
621,관악구 신림동 -> 강남구 삼성동,삼성동
622,건강보럼공단에서 하는 건간검진병원 어디...,"교통, 길찾기"
623,서울 마포구 종량제 봉투 사용문의,마포구
624,옛날때 제가 한친구를,사람과 그룹
625,저혼자있을때,사람과 그룹
626,임시청소년증으로 수능 볼때 신분확인이 가...,"대학 입시, 진학"
627,제발알려주세요,사람과 그룹
628,홍대지하철역 주변 버스정류장에서 서대문...,서교동
629,주민등록증 대리수령 기준,주민등록증 발급
630,주민등록증 생일 지나고 몇개월이내로 만들...,주민등록증 발급
631,지하철1호선 토요일 막차시간,"교통, 길찾기"
632,롯데월드에서삼송역까지지하철타고오는법좀...,여행
633,청량리역에서 고척돔까지 지하철,"교통, 길찾기"
634,경복국 야간개장,한국사
635,경복궁 야간개장 한복입장이요,"체험관광지, 유적지"
636,경북궁 야간개장,"체험관광지, 유적지"
637,경복궁 야간개장,"체험관광지, 유적지"
638,쓰레기종량제봉투 사용,기타
639,"보라매역,동작세무서 정류장기준 505번버스...",서울특별시
640,어린이 독감주사무료되다하던데...,호흡기내과
641,주민등록증 발급 신청 확인서(임시신분증),주민등록증 발급
642,생일이 98년 12월 4일이면 주민등록증 발급...,주민등록증 발급
643,주민등록증 발급통지서,주민등록증 발급
644,주민등록증 발급시,주민등록증 발급
645,주민등록증 신규발급 기간,"민원, 행정"
646,65세 무료독감예방접종 (종류),내과
647,독감예방접종,내과
648,흡연 과태료,"지하철, 전철"
649,임시청소년증 발급,"법학, 법이론"
650,강동구 무인민원발급기,가족관계 증명민원
651,동사무소 토요일,사무지원
652,이사를갈려하는데요 이사갈집 등기부등본혹...,이사
653,동사무소에서 주소이전하면 수수료얼마나...,제신고 민원
654,광진구청 구내식당 외부인 이용시간 알려주...,정부기관
655,보건증관련 질문,의료보건제도
656,서울강서보건소버스,"시내, 광역 버스"
657,역곡역에서 경복궁역으로 갈라고 하는데요...,역곡동
658,경복궁 야간개장 질문 드립니다.,"놀이공원, 워터파크"
659,경복궁 관람과 한복대여!,인사동
660,경복궁 가격,"체험관광지, 유적지"
661,경복궁 창덕궁 야간개장,"체험관광지, 유적지"
662,경남 양산시 평산동 거주자 입니다 보건소...,"개, 강아지"
663,여성안심택배보관함 결제ㅠㅜ,우편택배
664,서울시 따릉이,"민원, 행정"
665,여의도 한강 분수 질문,여의도동
666,은천동(봉일시장) 쓰레기 배출 관련,봉천동
667,4인가족산후도우미신청자격,"출산, 산후조리"
668,용산구청 주차장 질문,자동차운전법
669,( 급해요 )보건소는 토요일에도 문을 여나...,"의료기관, 의료인"
670,보건소 예방접종,의료보건제도
671,보건소에서 받는 산전검사는 거주지역의 보...,임신
672,보건증 발급,의료보건제도
673,보건증 발급,의료보건제도
674,보건증 관련 질문,의료보건제도
675,보건증 만드는 법 좀 알려 주세요,기타
676,보건증 인터넷 발급 질문이요~~~~~~,주민등록증 발급
677,보건증 채변검사,건강보조기구
678,보건증 필요없는 알바,아르바이트
679,동대문중랑교버스정류장에서 중곡역 가는...,동대문구
680,마포구청가서 봉사활동 할수있나요?,마포동
681,내일 노원정보도서관 문 여나요?,노원구
682,수원 권선 롯데마트 에서 사당역 가는 버스...,권선동
683,한강 수상택시 이용법과 요금을 알려주세요,"교통, 길찾기"
684,급해요!!우리누리 봉사안내 쫌 부탁드립니...,합성동
685,강남구 보건소 점심시간,의료보건제도
686,아파트 놀이터 흡연시 과태료부과,"형벌, 형집행"
687,여성안심택배보관함 비밀번호,택배
688,여성안심택배보관함 남자사용,쇼핑
689,여성안심택배보관함질문,택배
690,경복궁 야간개장 타인 티켓 수령,"공연, 영화"
691,경복궁 야간 개장 한복,기타
692,경복궁 한복 입장,"체험관광지, 유적지"
693,경복궁 한복,"체험관광지, 유적지"
694,경복궁야간개장,"체험관광지, 유적지"
695,경복궁 야간개장 티켓수령,"공연, 영화"
696,경복궁 야간개장,"체험관광지, 유적지"
697,경복궁 야간개장 4차예매,"공연, 영화"
698,경복궁 야간개장 중학생 입장 가능한가요??,중학교교육
699,경복궁 야간개장 표 예매방법,"체험관광지, 유적지"
700,성북구 장위2동 장위시장에서 부터 성신 가...,장위동
701,택시요금문제요,택시
702,서울시 따릉이 대여비밀번호,취미
703,광진구 중곡4동주민센터 야간운영에대해서...,주민등록증 발급
704,온누리상품권,"음식, 식재료"
705,온누리상품권 은행에서 몇퍼센트할인해주나...,금융
706,소변검사 담배,"술, 담배"
707,선유도공원 자전거대여소,자전거
708,경복궁 약간개장 티켓 수령 몇시부터 가능...,"체험관광지, 유적지"
709,경복궁 야간개장 신분증 사본,"공연, 영화"
710,경복궁 유료입장!,국내여행
711,경복궁야간개장,서울여행
712,서울 따릉이 질문합니다!,제신고 민원
713,서울따릉이,자전거
714,문화누리카드 사용처,그래픽카드
715,청소년증 발급,청소년관련법
716,청소년증 발급,제신고 민원
717,청소년증 할인,"이동통신, 휴대전화"
718,임시청소년증발급,청소년관련법
719,제가 공공근로 자격이 되나요?,근로기준
720,주택임대사업자를 시군구청에만 등록하고...,부동산
721,루게릭병 보건소 의료혜택,의료보건제도
722,"보건소 금연,흡연 소변검사 담배안피는 가...",의료보건제도
723,태릉의 관람시간이 어떻게 되나요?,공릉동
724,버스요 ㅠㅠ,압구정동
725,보신각에서 홍대입구역까지 택시비얼마?,홍대입구
726,온누리카드 ?,서울특별시
727,신호등 설치 및 관리,교통민원
728,청소년증 사진,"사진 촬영, 편집"
729,청소년증으로 민증만들기,"교육, 학문"
730,청소년증 발급,"아동, 청소년 복지"
731,청소년증 발급 시 필요한 것,주민등록증 발급
732,청소년증 만들때 사진,"교육, 학문"
733,제가 지갑을잃어버려서 도로명이랑 건물번...,컴퓨터통신
734,동사무소에서 발급할수있는 서류!,"민원, 행정"
735,보건증 검사및 발급관련 질문,의료보건제도
736,보건증 재발급,의료보건제도
737,보건증 발급시 검사장소와 받는장소달라도...,의료보건제도
